"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SL","2025-06-22","85.3","1.91","5.99","O'Loughlin, Jack",689041,672552,,"foul",,,,,13,"Rhylan Thomas singles on a ground ball to shortstop Owen Miller.","R","L","L","TAC","ABQ","S",,,1,2,2025,"-0.14","-0.07","-1.11","1.86",,,,1,1,"Bot",,,,,,,-6.819053429908183,-124.12333750340534,-3.320218075114096,-0.1620996478149985,22.837239497261844,-32.514057369915044,"3.12","1.58",184,"64.4",27,"85.5",2479,"6.2",779540,691011,669374,679734,668845,680911,694514,656248,691728,"54.26",,,,,,,,8,4,"Slider",0,2,0,2,2,0,0,2,"Strategic","Strategic",329,"0","0",,,,"0","88.0",-2,-2,"0.32","0.32",25,25,25,25,1,0,,,,,"3.19","-0.14","-0.14",,,,,,
"FF","2025-06-22","94.1","1.91","6.06","O'Loughlin, Jack",689041,672552,,"foul",,,,,4,"Rhylan Thomas singles on a ground ball to shortstop Owen Miller.","R","L","L","TAC","ABQ","S",,,1,1,2025,"0.9","1.22","-0.39","2.47",,,,1,1,"Bot",,,,,,,-7.9751964665915995,-136.7248094029051,-6.251629911855867,13.158582488063159,32.1179249386804,-15.712410708952254,"3.12","1.58",261,"82.4",36,"93.7",2359,"6.3",779540,691011,669374,679734,668845,680911,694514,656248,691728,"54.2",,,,,,,,8,3,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",139,"0","-0.076",,,,"0.076","88.0",-2,-2,"0.32","0.32",25,25,25,25,1,0,,,,,"1.38","0.9","0.9",,,,,,
"FF","2025-06-22","93.4","2.25","5.98","O'Loughlin, Jack",689041,672552,,"foul",,,,,9,"Rhylan Thomas singles on a ground ball to shortstop Owen Miller.","R","L","L","TAC","ABQ","S",,,1,0,2025,"1.04","1.33","0.57","1.98",,,,1,1,"Bot",,,,,,,-6.607655094435136,-135.59071545214553,-7.378526124770635,14.339685056003546,33.70327099185254,-14.322312593895026,"3.12","1.58",199,"70.4",45,"92.8",2253,"6.4",779540,691011,669374,679734,668845,680911,694514,656248,691728,"54.13",,,,,,,,8,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",140,"0","-0.08",,,,"0.08","88.0",-2,-2,"0.32","0.32",25,25,25,25,1,0,,,,,"1.33","1.04","1.04",,,,,,
"SI","2025-06-22","93.6","1.76","6.04","O'Loughlin, Jack",689041,672552,,"ball",,,,,13,"Rhylan Thomas singles on a ground ball to shortstop Owen Miller.","R","L","L","TAC","ABQ","B",,,0,0,2025,"1.09","1.02","-0.94","1.14",,,,1,1,"Bot",,,,,,,-9.358638070092432,-135.68937930078712,-9.076592120206357,15.610823702418985,30.78218456229247,-17.695941925993285,"3.12","1.58",,,,"93.2",2259,"6.3",779540,691011,669374,679734,668845,680911,694514,656248,691728,"54.18",,,,,,,,8,1,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",137,"0","0.066",,,,"-0.066",,-2,-2,"0.32","0.32",25,25,25,25,1,0,,,,,"1.61","1.09","1.09",,,,,,
"FF","2025-06-22","93.6","1.88","6.04","O'Loughlin, Jack",669392,672552,"strikeout","called_strike",,,,,7,"Samad Taylor called out on strikes.","R","R","L","TAC","ABQ","S",2,,2,2,2025,"1.1","1.11","-0.42","1.98",,,,0,1,"Bot",,,,,,,-8.322228073202407,-136.00326338573225,-7.1924348984709585,15.400428299491006,28.47474659224068,-16.973303308984537,"3.04","1.54",,,,"93.5",2316,"6.2",779540,691011,669374,679734,668845,680911,694514,656248,691728,"54.27",,0,"0",1,0,0,,7,5,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",139,"-0.022","-0.269",,,,"0.269",,-2,-2,"0.342","0.342",25,26,25,27,1,0,,,,,"1.49","1.1","-1.1",,,,,,
"SL","2025-06-22","84","2.11","5.93","O'Loughlin, Jack",669392,672552,,"called_strike",,,,,6,"Samad Taylor called out on strikes.","R","R","L","TAC","ABQ","S",,,2,1,2025,"-0.37","-0.2","0.8","2.52",,,,0,1,"Bot",,,,,,,-2.2767790841052444,-122.42181151038285,-1.2198860615045322,-3.3750412609269422,21.35197785064732,-34.14861297954121,"3.04","1.54",,,,"84",2507,"6",779540,691011,669374,679734,668845,680911,694514,656248,691728,"54.55",,,,,,,,7,4,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",326,"0","-0.094",,,,"0.094",,-2,-2,"0.342","0.342",25,26,25,27,1,0,,,,,"3.39","-0.37","0.37",,,,,,
"FF","2025-06-22","92.6","1.99","6","O'Loughlin, Jack",669392,672552,,"ball",,,,,14,"Samad Taylor called out on strikes.","R","R","L","TAC","ABQ","B",,,1,1,2025,"1.07","1.22","0.95","1.56",,,,0,1,"Bot",,,,,,,-4.979109418677567,-134.589359475873,-8.15737391604988,14.1121426105215,28.947872149780757,-15.785944273958195,"3.04","1.54",,,,"92.5",2316,"6.3",779540,691011,669374,679734,668845,680911,694514,656248,691728,"54.2",,,,,,,,7,3,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",133,"0","0.076",,,,"-0.076",,-2,-2,"0.342","0.342",25,26,25,27,1,0,,,,,"1.44","1.07","-1.07",,,,,,
"FF","2025-06-22","92.9","2.03","5.99","O'Loughlin, Jack",669392,672552,,"swinging_strike",,,,,8,"Samad Taylor called out on strikes.","R","R","L","TAC","ABQ","S",,,1,0,2025,"0.88","1.25","0.27","1.73",,,,0,1,"Bot",,,,,,,-6.427261723220601,-134.9171074623357,-7.8132481280693,12.163965337887623,30.128755280542507,-15.403236919950006,"3.04","1.54",,,,"92.5",2274,"6.2",779540,691011,669374,679734,668845,680911,694514,656248,691728,"54.27",,,,,,,,7,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",128,"0","-0.085",,,,"0.085",,-2,-2,"0.342","0.342",25,26,25,27,1,0,,,,,"1.41","0.88","-0.88",,,,,,
"FF","2025-06-22","92.8","2.23","6.04","O'Loughlin, Jack",669392,672552,,"ball",,,,,12,"Samad Taylor called out on strikes.","R","R","L","TAC","ABQ","B",,,0,0,2025,"1.06","1.44","2.19","2.44",,,,0,1,"Bot",,,,,,,-2.405621527920296,-134.92522010710832,-6.533897882710534,13.437087520727978,32.11202636493742,-13.322651842852565,"3.04","1.54",,,,"92.4",2253,"6.3",779540,691011,669374,679734,668845,680911,694514,656248,691728,"54.19",,,,,,,,7,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",135,"0","0.068",,,,"-0.068",,-2,-2,"0.342","0.342",25,26,25,27,1,0,,,,,"1.23","1.06","-1.06",,,,,,
"FF","2025-06-17","93","1.93","5.95","O'Loughlin, Jack",669392,672552,"grounded_into_double_play","hit_into_play",,,,,6,"Samad Taylor grounds into a double play, shortstop Owen Miller to second baseman Adael Amador to first baseman Warming Bernabel. Jack López out at 2nd. Samad Taylor out at 1st.","R","R","L","TAC","ABQ","X",6,"ground_ball",3,1,2025,"0.45","0.98","0.32","2.46",,,605346,1,6,"Bot",117.01,159.82,,,,,-5.091530447914853,-135.241434424953,-5.278696002389724,6.703918600372785,30.26512998156157,-19.233452490793976,"3.04","1.54",50,"99.7",1,"92.6",2117,"6.2",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.34",0.443,0.408,"0",1,0,0,4,51,5,"4-Seam Fastball",6,1,6,1,1,6,6,1,"Standard","Standard",144,"-0.005","-0.485",,,0.487,"0.485","99.7",5,5,"0.977","0.977",25,26,25,27,1,3,,,,,"1.67","0.45","-0.45",,,,,,
"CU","2025-06-17","75","1.81","5.76","O'Loughlin, Jack",669392,672552,,"ball",,,,,14,"Samad Taylor grounds into a double play, shortstop Owen Miller to second baseman Adael Amador to first baseman Warming Bernabel. Jack López out at 2nd. Samad Taylor out at 1st.","R","R","L","TAC","ABQ","B",,,2,1,2025,"-0.87","-0.81","0.59","1.19",,,605346,1,6,"Bot",,,,,,,-0.9844722024708263,-109.24690168188584,-0.8252253979968908,-6.718109600003084,20.541288694892117,-38.674866713897785,"3.04","1.54",,,,"74.9",2145,"6.3",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.19",,,,,,,,51,4,"Curveball",6,1,6,1,1,6,6,1,"Standard","Standard",325,"0","0.113",,,,"-0.113",,5,5,"0.977","0.977",25,26,25,27,1,3,,,,,"4.87","-0.87","0.87",,,,,,
"FF","2025-06-17","91.2","2.01","5.83","O'Loughlin, Jack",669392,672552,,"foul",,,,,4,"Samad Taylor grounds into a double play, shortstop Owen Miller to second baseman Adael Amador to first baseman Warming Bernabel. Jack López out at 2nd. Samad Taylor out at 1st.","R","R","L","TAC","ABQ","S",,,2,0,2025,"0.42","1.01","-0.4","2.41",,,605346,1,6,"Bot",,,,,,,-6.97904217342229,-132.639946961182,-4.852413618280292,6.515563965138211,29.931818933051407,-19.389067584792745,"3.04","1.54",,,,"91",2068,"6.3",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.16",,,,,,,,51,3,"4-Seam Fastball",6,1,6,1,1,6,6,1,"Standard","Standard",140,"0","-0.086",,,,"0.086",,5,5,"0.977","0.977",25,26,25,27,1,3,,,,,"1.74","0.42","-0.42",,,,,,
"CU","2025-06-17","72.6","1.95","5.99","O'Loughlin, Jack",669392,672552,,"ball",,,,,14,"Samad Taylor grounds into a double play, shortstop Owen Miller to second baseman Adael Amador to first baseman Warming Bernabel. Jack López out at 2nd. Samad Taylor out at 1st.","R","R","L","TAC","ABQ","B",,,1,0,2025,"-0.5","-0.89","0.85","1.48",,,605346,1,6,"Bot",,,,,,,-1.3403831660177457,-105.61719469364668,0.0028607559032640673,-3.4498876520514807,20.680302597263726,-38.992297858423264,"3.04","1.54",,,,"72",2252,"6.2",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.29",,,,,,,,51,2,"Curveball",6,1,6,1,1,6,6,1,"Standard","Standard",326,"0","0.08",,,,"-0.08",,5,5,"0.977","0.977",25,26,25,27,1,3,,,,,"5.27","-0.5","0.5",,,,,,
"FF","2025-06-17","90.9","2.38","5.83","O'Loughlin, Jack",669392,672552,,"ball",,,,,12,"Samad Taylor grounds into a double play, shortstop Owen Miller to second baseman Adael Amador to first baseman Warming Bernabel. Jack López out at 2nd. Samad Taylor out at 1st.","R","R","L","TAC","ABQ","B",,,0,0,2025,"0.54","1.03","1.48","2.91",,,605346,1,6,"Bot",,,,,,,-3.406049631050986,-132.2883888360552,-3.6004180777979062,7.111855608521459,28.763085583797835,-19.53124895384115,"3.04","1.54",,,,"90.7",2080,"6.2",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.31",,,,,,,,51,1,"4-Seam Fastball",6,1,6,1,1,6,6,1,"Standard","Standard",135,"0","0.047",,,,"-0.047",,5,5,"0.977","0.977",25,26,25,27,1,3,,,,,"1.73","0.54","-0.54",,,,,,
"FF","2025-06-17","91.8","1.81","5.89","O'Loughlin, Jack",605346,672552,"single","hit_into_play",,,,,11,"Jack López singles on a soft fly ball to right fielder Yanquiel Fernández. Leo Rivas scores.","R","R","L","TAC","ABQ","X",9,"fly_ball",0,2,2025,"0.62","1.18","-0.28","3.42",660844,,,1,6,"Bot",167.19,140.06,,,,,-6.632587119637326,-133.51017537276712,-2.937088219271724,8.87339683900213,28.74610014667293,-17.618371440498095,"3.05","1.54",182,"60.5",41,"91.8",2300,"6.3",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.17",0.22,0.198,"0.9",1,1,0,3,50,3,"4-Seam Fastball",5,1,5,1,1,6,6,1,"Strategic","Standard",139,"0.01","0.648",,,0.221,"-0.648","88.0",4,4,"0.967","0.967",25,32,25,33,1,2,,,,,"1.53","0.62","-0.62",,,,,,
"SL","2025-06-17","82.2","1.79","5.9","O'Loughlin, Jack",605346,672552,,"swinging_strike",,,,,13,"Jack López singles on a soft fly ball to right fielder Yanquiel Fernández. Leo Rivas scores.","R","R","L","TAC","ABQ","S",,,0,1,2025,"-0.41","-0.2","-1.03","1.02",660844,,,1,6,"Bot",,,,,,,-5.600631207744413,-119.70704154442166,-4.201090901408677,-2.9581787385444347,21.743264504602607,-33.527493646014285,"3.05","1.54",,,,"82.4",2402,"6.2",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.26",,,,,,,,50,2,"Slider",5,1,5,1,1,5,5,1,"Strategic","Standard",327,"0","-0.109",,,,"0.109",,4,4,"0.967","0.967",25,32,25,33,1,2,,,,,"3.55","-0.41","0.41",,,,,,
"SL","2025-06-17","82.8","2.15","5.72","O'Loughlin, Jack",605346,672552,,"foul",,,,,13,"Jack López singles on a soft fly ball to right fielder Yanquiel Fernández. Leo Rivas scores.","R","R","L","TAC","ABQ","S",,,0,0,2025,"-0.04","0.11","-0.14","1.38",660844,,,1,6,"Bot",,,,,,,-5.184533453525559,-120.53480410098756,-3.639201717010914,0.6618733624241886,23.42077272270694,-30.59222671082148,"3.05","1.54",3,"65.5",-26,"83",2353,"6.4",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.08",,,,,,,,50,1,"Slider",5,1,5,1,1,5,5,1,"Strategic","Standard",340,"0","-0.1",,,,"0.1","88.0",4,4,"0.967","0.967",25,32,25,33,1,2,,,,,"3.21","-0.04","0.04",,,,,,
"SL","2025-06-17","82.4","2.33","5.82","O'Loughlin, Jack",689070,672552,"field_out","hit_into_play",,,,,6,"Spencer Packard flies out to right fielder Yanquiel Fernández. Leo Rivas to 3rd.","R","L","L","TAC","ABQ","X",9,"fly_ball",3,2,2025,"0.07","0.23","0.28","2.22",,660844,,0,6,"Bot",201.91,96.14,,,,,-4.786825361196953,-119.95684122619961,-2.118436617343051,1.561413155888932,22.526520560334323,-29.789424784704448,"3.16","1.59",,"94.4",45,,2372,"6.3",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.24",0.009,0.009,"0",1,0,0,3,49,6,"Slider",5,1,5,1,1,5,5,1,"Standard","Standard",293,"0","-0.353",,,0.012,"0.353","94.4",4,4,"0.967","0.967",25,27,25,28,1,2,,,,,"3.12","0.07","0.07",,,,,,
"SL","2025-06-17","81.4","2.33","5.66","O'Loughlin, Jack",689070,672552,,"ball",,,,,12,"Spencer Packard flies out to right fielder Yanquiel Fernández. Leo Rivas to 3rd.","R","L","L","TAC","ABQ","B",,,2,2,2025,"-0.13","0.05","2.04","2.65",,660844,,0,6,"Bot",,,,,,,-0.41667945802266915,-118.65803973100162,-0.341611447461701,-1.1202527688434767,20.289019812236244,-31.847877098450258,"3.16","1.59",,,,"82",2360,"6.3",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.16",,,,,,,,49,5,"Slider",5,1,5,1,1,5,5,1,"Standard","Standard",290,"0","0.112",,,,"-0.112",,4,4,"0.967","0.967",25,27,25,28,1,2,,,,,"3.35","-0.13","-0.13",,,,,,
"SL","2025-06-17","84","2.25","5.8","O'Loughlin, Jack",689070,672552,,"called_strike",,,,,5,"Spencer Packard flies out to right fielder Yanquiel Fernández. Leo Rivas to 3rd.","R","L","L","TAC","ABQ","S",,,2,1,2025,"0.07","0.24","0.17","2.37",,660844,,0,6,"Bot",,,,,,,-4.939217325269727,-122.3502153957126,-2.0752402530672183,1.599940899893812,22.51445346674714,-29.544707658827075,"3.16","1.59",,,,"84",2380,"6.1",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.4",,,,,,,,49,4,"Slider",5,1,5,1,1,5,5,1,"Standard","Standard",351,"0","-0.097",,,,"0.097",,4,4,"0.967","0.967",25,27,25,28,1,2,,,,,"2.96","0.07","0.07",,,,,,
"FF","2025-06-17","90.5","2.19","5.82","O'Loughlin, Jack",689070,672552,,"ball",,,,,13,"Spencer Packard flies out to right fielder Yanquiel Fernández. Leo Rivas to 3rd.","R","L","L","TAC","ABQ","B",,,1,1,2025,"0.82","0.84","-1.63","2.14",,,660844,0,6,"Bot",,,,,,,-11.261061249593478,-131.3623889392736,-5.06320388986287,11.694741406800532,25.46017556711726,-21.569319872569967,"3.16","1.59",,,,"90.8",2106,"6.4",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.09",,,,,,,,49,3,"4-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard",137,"0.005","0.064",,,,"-0.064",,4,4,"0.962","0.962",25,27,25,28,1,2,,,,,"1.94","0.82","0.82",,,,,,
"FF","2025-06-17","90.8","2.28","6.05","O'Loughlin, Jack",689070,672552,,"ball",,,,,12,"Spencer Packard flies out to right fielder Yanquiel Fernández. Leo Rivas to 3rd.","R","L","L","TAC","ABQ","B",,,0,1,2025,"0.52","0.92","1.11","3.46",,,660844,0,6,"Bot",,,,,,,-4.016027262962917,-132.26821257114148,-2.558622766961186,6.964564483437691,27.069585213112727,-21.012538294588,"3.16","1.59",,,,"90.8",2255,"6.1",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.39",,,,,,,,49,2,"4-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard",142,"0","0.045",,,,"-0.045",,4,4,"0.962","0.962",25,27,25,28,1,2,,,,,"1.83","0.52","0.52",,,,,,
"FF","2025-06-17","90.2","2.39","5.86","O'Loughlin, Jack",689070,672552,,"foul",,,,,3,"Spencer Packard flies out to right fielder Yanquiel Fernández. Leo Rivas to 3rd.","R","L","L","TAC","ABQ","S",,,0,0,2025,"0.62","1.14","0.44","2.69",,,660844,0,6,"Bot",,,,,,,-6.175053307694422,-131.29698015687023,-4.386702985867599,8.43323416761306,27.041908458401203,-18.202882319694712,"3.16","1.59",84,"78.2",75,"90.4",2019,"6.4",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.14",,,,,,,,49,1,"4-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard",122,"0","-0.064",,,,"0.064","88.0",4,4,"0.962","0.962",25,27,25,28,1,2,,,,,"1.65","0.62","0.62",,,,,,
"FF","2025-06-17","91.6","2.48","5.83","O'Loughlin, Jack",660844,672552,"walk","ball",,,,,14,"Leo Rivas walks.","R","R","L","TAC","ABQ","B",,,3,2,2025,"1.03","1.28","0.39","1.11",,,,0,6,"Bot",,,,,,,-7.49426963015011,-132.86717740816692,-8.752881080832573,13.846568335429987,29.979968006747267,-15.20722010446931,"3.03","1.53",,,,"91.2",2270,"6.3",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.18",,0.693921,"0.7",1,0,0,,48,6,"4-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard",141,"0.006","0.393",,,,"-0.393",,4,4,"0.956","0.956",25,27,25,28,1,2,,,,,"1.46","1.03","-1.03",,,,,,
"SL","2025-06-17","82.8","2.32","5.92","O'Loughlin, Jack",660844,672552,,"ball",,,,,14,"Leo Rivas walks.","R","R","L","TAC","ABQ","B",,,2,2,2025,"-0.08","-0.24","0.17","1.22",,,,0,6,"Bot",,,,,,,-4.7188612984532385,-120.5632413913118,-3.8271052592091728,0.038523752493746594,21.5847138352301,-34.03688862398276,"3.03","1.53",,,,"82.6",2522,"5.9",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.56",,,,,,,,48,5,"Slider",5,1,5,1,1,5,5,1,"Standard","Standard",328,"0","0.136",,,,"-0.136",,4,4,"0.956","0.956",25,27,25,28,1,2,,,,,"3.54","-0.08","0.08",,,,,,
"SL","2025-06-17","81.8","2.29","5.94","O'Loughlin, Jack",660844,672552,,"called_strike",,,,,2,"Leo Rivas walks.","R","R","L","TAC","ABQ","S",,,2,1,2025,"-0.08","-0.12","-0.09","3.08",,,,0,6,"Bot",,,,,,,-5.219674252866302,-119.06945214597552,0.3286170816400149,0.2538372240382042,22.143451015718046,-33.59734687788609,"3.03","1.53",,,,"81.9",2332,"6.3",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.22",,,,,,,,48,4,"Slider",5,1,5,1,1,5,5,1,"Standard","Standard",307,"0","-0.094",,,,"0.094",,4,4,"0.956","0.956",25,27,25,28,1,2,,,,,"3.52","-0.08","0.08",,,,,,
"SL","2025-06-17","82","2.46","5.91","O'Loughlin, Jack",660844,672552,,"ball",,,,,14,"Leo Rivas walks.","R","R","L","TAC","ABQ","B",,,1,1,2025,"-0.04","-0.31","1.87","2.01",,,,0,6,"Bot",,,,,,,-1.2570970645341388,-119.49893612340564,-1.6863358747757857,-0.11774613848009517,23.207737415602423,-35.02680953930517,"3.03","1.53",,,,"81.9",2329,"6.2",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.34",,,,,,,,48,3,"Slider",5,1,5,1,1,5,5,1,"Standard","Standard",295,"0","0.076",,,,"-0.076",,4,4,"0.956","0.956",25,27,25,28,1,2,,,,,"3.69","-0.04","0.04",,,,,,
"FF","2025-06-17","91.3","2.25","6.01","O'Loughlin, Jack",660844,672552,,"ball",,,,,11,"Leo Rivas walks.","R","R","L","TAC","ABQ","B",,,0,1,2025,"0.34","1.24","-1.37","3.14",,,,0,6,"Bot",,,,,,,-9.785850472858739,-132.60319156239544,-3.969665844122715,6.16107514111444,29.560276708990525,-16.85003234923376,"3.03","1.53",,,,"90.7",2158,"6.1",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.38",,,,,,,,48,2,"4-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard",136,"0","0.052",,,,"-0.052",,4,4,"0.956","0.956",25,27,25,28,1,2,,,,,"1.51","0.34","-0.34",,,,,,
"FF","2025-06-17","90.2","2.33","5.87","O'Loughlin, Jack",660844,672552,,"called_strike",,,,,8,"Leo Rivas walks.","R","R","L","TAC","ABQ","S",,,0,0,2025,"0.61","1.31","-0.04","1.96",,,,0,6,"Bot",,,,,,,-7.174883875979103,-131.0286489368617,-6.485624478453788,8.586814506144572,30.25547737005658,-15.886581001611527,"3.03","1.53",,,,"89.7",2129,"6.3",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.21",,,,,,,,48,1,"4-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard",138,"0","-0.07",,,,"0.07",,4,4,"0.956","0.956",25,27,25,28,1,2,,,,,"1.52","0.61","-0.61",,,,,,
"FF","2025-06-17","91.7","1.6","5.89","O'Loughlin, Jack",689041,672552,"field_out","hit_into_play",,,,,6,"Rhylan Thomas lines out to center fielder Trevor Boone.","R","L","L","TAC","ABQ","X",8,"line_drive",2,1,2025,"0.58","0.89","0.51","2.55",,695670,,2,5,"Bot",120.21,74.17,,,,,-3.994989948394381,-133.51018194809976,-4.527006332050145,7.83350127464155,27.476043926333926,-20.80734880442259,"3.12","1.58",312,"91.3",20,"91.7",1955,"6.2",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.32",0.354,0.334,"0",1,0,0,4,44,4,"4-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard",143,"-0.008","-0.312",,,0.452,"0.312","91.3",4,4,"0.934","0.934",25,25,25,25,1,2,,,,,"1.81","0.58","0.58",,,,,,
"FF","2025-06-17","90.7","1.57","5.86","O'Loughlin, Jack",689041,672552,,"foul",,,,,7,"Rhylan Thomas lines out to center fielder Trevor Boone.","R","L","L","TAC","ABQ","S",,,2,0,2025,"0.73","1.06","-0.54","1.83",,695670,,2,5,"Bot",,,,,,,-6.862611131340337,-131.87020474622298,-6.428960874691292,10.016871531992365,28.367529942978244,-18.57362599287311,"3.12","1.58",209,"66.9",36,"90.8",2205,"6.4",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.09",,,,,,,,44,3,"4-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard",145,"0","-0.062",,,,"0.062","88.0",4,4,"0.934","0.934",25,25,25,25,1,2,,,,,"1.71","0.73","0.73",,,,,,
"FF","2025-06-17","93","1.75","5.77","O'Loughlin, Jack",689041,672552,,"ball",,,,,12,"Rhylan Thomas lines out to center fielder Trevor Boone.","R","L","L","TAC","ABQ","B",,,1,0,2025,"0.74","0.9","1.34","2.56",,695670,,2,5,"Bot",,,,,,,-2.670756021460691,-135.35536394037754,-4.408110339854513,9.647197061721368,29.95552455369103,-20.39804155249714,"3.12","1.58",,,,"92.8",2267,"6.2",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.3",,,,,,,,44,2,"4-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard",139,"0","0.042",,,,"-0.042",,4,4,"0.934","0.934",25,25,25,25,1,2,,,,,"1.74","0.74","0.74",,,,,,
"FF","2025-06-17","91.7","1.68","5.83","O'Loughlin, Jack",689041,672552,,"ball",,,,,13,"Rhylan Thomas lines out to center fielder Trevor Boone.","R","L","L","TAC","ABQ","B",,,0,0,2025,"0.83","1.06","-0.75","1.05",,695670,,2,5,"Bot",,,,,,,-7.93150285233573,-133.13849460250893,-8.502298851686087,11.580855993486232,28.42562854622342,-17.849589406504926,"3.12","1.58",,,,"91.7",2275,"6.4",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.09",,,,,,,,44,1,"4-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard",140,"0","0.036",,,,"-0.036",,4,4,"0.934","0.934",25,25,25,25,1,2,,,,,"1.66","0.83","0.83",,,,,,
"SL","2025-06-17","83.7","1.69","5.81","O'Loughlin, Jack",682988,672552,"strikeout","called_strike",,,,,14,"Rainiers challenged (pitch result), call on the field was upheld: Tyler Locklear called out on strikes.","R","R","L","TAC","ABQ","S",2,,3,2,2025,"-0.14","0.06","0.83","2.13",,695670,,1,5,"Bot",,,,,,,-1.7039010578184137,-121.92764022579246,-2.2305974280961616,-1.0412091758831483,22.893595601459815,-31.375589747040127,"3.29","1.66",,,,"83.9",2473,"6.2",779551,691011,682653,691182,668845,680911,694514,685392,692585,"54.26",,0,"0",1,0,0,,43,6,"Slider",5,1,5,1,1,5,5,1,"Standard","Standard",354,"-0.008","-0.353",,,,"0.353",,4,4,"0.942","0.942",25,24,25,25,1,2,,,,,"3.18","-0.14","0.14",,,,,,
